词语,全拼音,同形,词类,JLH
核能,he2neng2,,n,1088
核实,he2shi2,,v, 770
核算,he2suan4,,v, 771
核桃,he2tao5,1,n,1089
核桃,he2tao5,2,n,1090
核心,he2xin1,,n,1091
荷花,he2hua1,,n,1092
荷叶,he2ye4,,n,1093
盒子,he2zi5,,n,1094
喝彩,he4cai3,,v, 762
贺电,he4dian4,,n,1095
贺年片,he4nian2pian4,,n,1096
褐煤,he4mei2,,n,1097
鹤立鸡群,he4li4ji1qun2,,i, 139
黑,hei1,,a, 390
黑暗,hei1an4,,a, 391
黑白,hei1bai2,,b,  57
黑板,hei1ban3,,n,1098
黑不溜秋,hei1bu5liu1qiu1,,z,  52
黑沉沉,hei1chen2chen2,,z,  53
黑咕隆冬,hei1gu5long1dong1,,z,  54
黑乎乎,hei1hu1hu1,,z,  55
黑漆漆,hei1qi1qi1,,z,  56
黑人,hei1ren2,,n,1099
黑市,hei1shi4,,n,1100
黑窝,hei1wo1,,n,1101
黑压压,hei1ya1ya1,,z,  57
黑夜,hei1ye4,,n,1102
黑黝黝,hei1you1you1,,z,  58
嘿,hei1,,e,   9
痕迹,hen2ji1,,n,1103
很,hen3,,d, 199
很多,hen3duo1,,m,  38
很快,hen3kuai4,,d, 200
狠,hen3,,a, 392
狠狠,hen3hen3,,d, 201
狠命,hen3ming4,,d, 202
恨,hen4,,v, 772
恨不得,hen4bu5de5,,d, 203
恨之入骨,hen4zhi1ru4gu3,,i, 140
恒量,heng2liang4,,n,1104
恒心,heng2xin1,,n,1105
横匾,heng2bian3,,n,1106
横穿,heng2chuan1,,v, 773
横批,heng2pi1,,n,1107
横扫,heng2sao3,,v, 774
横说竖说,heng2shuo1shu4shuo1,,l,  30
横行霸道,heng2xing2ba4dao4,,i, 141
衡量,heng2liang2,,v, 775
轰动,hong1dong4,,v, 776
轰轰烈烈,hong1hong1lie4lie4,,z,  59
轰炸,hong1zha4,,v, 777
哄抢,hong1qiang3,,v, 778
烘托,hong1tuo1,,v, 779
烘箱,hong1xiang1,,n,1108
弘扬,hong2yang2,,v, 780
红,hong2,,a, 393
红包,hong2bao1,,n,1109
红茶,hong2cha2,,n,1110
红灯,hong2deng1,,n,1111
红果,hong2guo3,,n,1112
红娘,hong2niang2,,n,1113
红扑扑,hong2pu1pu1,,z,  60
红旗,hong2qi2,,n,1114
红人,hong2ren2,,n,1115
红润,hong2run4,,a, 394
红十字会,hong2shi2zi4hui4,,l,  31
红糖,hong2tang2,,n,1116
红彤彤,hong2tong1tong1,,z,  61
红外线,hong2wai4xian4,,n,1117
红颜,hong2yan2,,n,1118
红艳艳,hong2yan4yan4,,z,  62
红叶,hong2ye4,,n,1119
红晕,hong2yun4,,n,1120
宏,hong2,,g,   7
宏图,hong2tu2,,n,1121
宏伟,hong2wei3,,a, 395
洪亮,hong2liang4,,a, 396
洪水,hong2shui3,,n,1122
鸿图,hong2tu2,,n,1123
喉咙,hou2long2,,n,1124
猴子,hou2zi5,,n,1125
后,hou4,,f,  22
后备,hou4bei4,,b,  58
后背,hou4bei4,,n,1126
后边,hou4bian5,,f,  23
后代,hou4dai4,,n,1127
后发制人,hou4fa1zhi4ren2,,i, 142
后方,hou4fang1,,s,  26
后果,hou4guo3,,n,1128
后悔,hou4hui3,,v, 781
后来,hou4lai2,,t,  54
后来居上,hou4lai2ju1shang4,,i, 143
后门,hou4men2,,n,1129
后面,hou4mian5,,f,  24
后年,hou4nian2,,t,  55
后期,hou4qi1,,t,  56
后起,hou4qi3,,b,  59
后勤,hou4qin2,,n,1130
后天,hou4tian1,,t,  57
后裔,hou4yi4,,n,1131
后者,hou4zhe3,,r,  36
后缀,hou4zhui4,,n,1132
厚,hou4,,a, 397
厚此薄彼,hou4ci3bo2bi3,,i, 144
厚道,hou4dao4,,a, 398
厚度,hou4du4,,n,1133
候补,hou4bu3,,b,  60
候车室,hou4che1shi4,,n,1134
候鸟,hou4niao3,,n,1135
呼唤,hu1huan4,,v, 782
呼声,hu1sheng1,,n,1136
呼吸,hu1xi1,,v, 783
呼吁,hu1yu4,,v, 784
忽,hu1,,d, 204
忽地,hu1di4,,d, 205
忽而,hu1er2,,d, 206
忽然,hu1ran2,,d, 207
忽视,hu1shi4,,v, 785
弧线,hu2xian4,,n,1137
狐狸,hu2li5,,n,1138
胡话,hu2hua4,,n,1139
胡椒,hu2jiao1,,n,1140
胡搅蛮缠,hu2jiao3man2chan2,,l,  32
胡里胡涂,hu2li5hu2tu5,,z,  63
胡乱,hu2luan4,,d, 208
胡说,hu2shuo1,,v, 786
胡思乱想,hu2si1luan4xiang3,,i, 145
胡同,hu2tong4,,n,1141
胡子,hu2zi5,,n,1142
胡作非为,hu2zuo4fei1wei2,,i, 146
湖泊,hu2po1,,n,1143
葫芦,hu2lu5,1,n,1144
葫芦,hu2lu5,2,n,1145
糊,hu2,,v, 787
糊里糊涂,hu2li5hu2tu5,,z,  64
糊涂,hu2tu5,,a, 399
虎,hu3,,n,1146
虎视眈眈,hu3shi4dan1dan1,,i, 147
虎穴,hu3xue2,,n,1147
琥珀,hu3po4,,n,1148
互,hu4,,d, 209
互换,hu4huan4,,v, 788
互相,hu4xiang1,,d, 210
户,hu4,,q,  70
户口,hu4kou3,,n,1149
户外,hu4wai4,,s,  27
护,hu4,,v, 789
护理,hu4li3,,v, 790
护身符,hu4shen1fu2,,n,1150
护士,hu4shi5,,n,1151
护送,hu4song4,,v, 791
护照,hu4zhao4,,n,1152
花,hua1,,n,1153
花,hua1,,v, 792
花白,hua1bai2,,z,  65
花苞,hua1bao1,,n,1154
花草,hua1cao3,,n,1155
花朵,hua1duo3,,n,1156
花费,hua1fei4,,v, 793
花费,hua1fei5,,n,1157
花粉,hua1fen3,,n,1158
花环,hua1huan2,,n,1159
花卉,hua1hui4,,n,1160
花椒,hua1jiao1,,n,1161
花轿,hua1jiao4,,n,1162
花卷,hua1juan3,,n,1163
花篮,hua1lan2,,n,1164
花里胡哨,hua1li5hu2shao4,,z,  66
花木,hua1mu4,,n,1165
花盆,hua1pen2,,n,1166
花瓶,hua1ping2,,n,1167
花期,hua1qi1,,t,  58
花容玉貌,hua1rong2yu4mao4,,i, 148
花色,hua1se4,,n,1168
花生,hua1sheng1,,n,1169
花坛,hua1tan2,,n,1170
花天酒地,hua1tian1jiu3di4,,i, 149
花纹,hua1wen2,,n,1171
花絮,hua1xu4,,n,1172
花言巧语,hua1yan2qiao3yu3,,i, 150
花样,hua1yang4,,n,1173
花园,hua1yuan2,,n,1174
花招,hua1zhao1,,n,1175
哗,hua1,,o,   6
华表,hua2biao3,,n,1176
华贵,hua2gui4,,a, 400
华丽,hua2li4,,a, 401
华美,hua2mei3,,a, 402
华侨,hua2qiao2,,n,1177
华人,hua2ren2,,n,1178
滑,hua2,,a, 403
滑,hua2,,v, 794
滑稽,hua2ji1,,a, 404
滑轮,hua2lun2,,n,1179
滑润,hua2run4,,a, 405
滑梯,hua2ti1,,n,1180
划算,hua2suan4,,a, 406
化,hua4,,v, 795
化肥,hua4fei2,,n,1181
化公为私,hua4gong1wei2si1,,i, 151
化身,hua4shen1,,n,1182
化学,hua4xue2,,n,1183
化验,hua4yan4,,v, 796
化装,hua4zhuang1,,v, 797
划分,hua4fen1,,v, 798
划清,hua4qing1,,v, 799
画,hua4,,n,1184
画报,hua4bao4,,n,1185
画家,hua4jia1,,n,1186
画面,hua4mian4,,n,1187
画片,hua4pian4,,n,1188
画展,hua4zhan3,,n,1189
话,hua4,,n,1190
话剧,hua4ju4,,n,1191
话题,hua4ti2,,n,1192
话筒,hua4tong3,,n,1193
话语,hua4yu3,,n,1194
话中有话,hua4zhong1you3hua4,,i, 152
怀抱,huai2bao4,,v, 800
怀念,huai2nian4,,v, 801
怀疑,huai2yi2,1,v, 802
怀疑,huai2yi2,2,v, 803
淮河,huai2he2,,n,1195
坏,huai4,,a, 407
欢,huan1,,a, 408
欢畅,huan1chang4,,a, 409
欢呼,huan1hu1,,v, 804
欢呼雀跃,huan1hu1que4yue4,,l,  33
欢欢喜喜,huan1huan1xi3xi3,,z,  67
欢聚一堂,huan1ju4yi1tang2,,i, 153
欢快,huan1kuai4,,a, 410
欢乐,huan1le4,,a, 411
欢送,huan1song4,,v, 805
欢迎,huan1ying2,1,v, 806
欢迎,huan1ying2,2,v, 807
还,huan2,,v, 808
还击,huan2ji1,,v, 809
环境,huan2jing4,,n,1196
缓和,huan3he2,,a, 412
缓和,huan3he2,,v, 810
缓缓,huan3huan3,,d, 213
缓慢,huan3man4,,a, 413
幻灯,huan4deng1,,n,1197
幻觉,huan4jue2,,n,1198
幻想,huan4xiang3,,v, 811
换,huan4,1,v, 812
换,huan4,2,v, 813
换算,huan4suan4,,v, 814
涣散,huan4san4,,v, 815
患难之交,huan4nan4zhi1jiao1,,i, 154
患者,huan4zhe3,,n,1199
荒岛,huang1dao3,,n,1200
荒废,huang1fei4,,v, 816
荒凉,huang1liang2,,a, 414
荒谬,huang1miu4,,a, 415
荒山,huang1shan1,,n,1201
荒唐,huang1tang2,,a, 416
慌,huang1,,a, 417
慌慌张张,huang1huang1zhang1zhang1,,z,  68
慌里慌张,huang1li5huang1zhang1,,z,  69
慌乱,huang1luan4,,a, 418
慌张,huang1zhang1,,a, 419
皇宫,huang2gong1,,n,1202
皇权,huang2quan2,,n,1203
黄,huang2,,a, 420
黄澄澄,huang2deng1deng1,,z,  70
黄豆,huang2dou4,,n,1204
黄瓜,huang2gua1,1,n,1205
黄瓜,huang2gua1,2,n,1206
黄河,huang2he2,,n,1207
黄花鱼,huang2hua1yu2,,n,1208
黄昏,huang2hun1,,t,  59
黄金,huang2jin1,,n,1209
黄牛,huang2niu2,,n,1210
黄沙,huang2sha1,,n,1211
黄土,huang2tu3,,n,1212
黄油,huang2you2,,n,1213
蝗虫,huang2chong2,,n,1214
磺胺,huang2an4,,n,1215
恍惚,huang3hu1,,a, 421
恍恍忽忽,huang3huang3hu1hu1,,z,  71
谎话,huang3hua4,,n,1216
晃动,huang4dong4,,v, 817
灰白,hui1bai2,,z,  72
灰不溜秋,hui1bu5liu1qiu1,,z,  73
灰尘,hui1chen2,,n,1217
灰烬,hui1jin4,,n,1218
灰蒙蒙,hui1meng1meng1,,z,  74
灰色,hui1se4,,n,1219
灰心,hui1xin1,,a, 422
灰心丧气,hui1xin1sang4qi4,,i, 155
诙谐,hui1xie2,,a, 423
恢复,hui1fu4,,v, 818
挥发,hui1fa1,,v, 819
挥霍,hui1huo4,,v, 820
挥舞,hui1wu3,,v, 821
辉煌,hui1huang2,,a, 424
回,hui2,1,q,  71
回,hui2,1,v, 822
回,hui2,2,q,  72
回,hui2,2,v, 823
回,hui2,3,v, 824
回避,hui2bi4,,v, 825
回答,hui2da2,,v, 826
回顾,hui2gu4,,v, 827
回函,hui2han2,,n,1220
回击,hui2ji1,,v, 828
回扣,hui2kou4,,n,1221
回民,hui2min2,,n,1222
回去,hui2qu4,,v, 829
回收,hui2shou1,,v, 830
回味,hui2wei4,,v, 831
回想,hui2xiang3,,v, 832
回信,hui2xin4,,n,1223
回忆,hui2yi4,,v, 833
回音,hui2yin1,,n,1224
回族,hui2zu2,,n,1225
茴香,hui2xiang1,,n,1226
悔恨,hui3hen4,,v, 834
毁,hui3,,v, 847
毁灭,hui3mie4,,v, 848
毁于一旦,hui3yu2yi1dan4,,i, 157
汇报,hui4bao4,,v, 835
会,hui4,,n,1227
会,hui4,A,v, 836
会,hui4,B1,v, 837
会,hui4,B2,v, 838
会儿,huir4,,q,  73
会见,hui4jian4,,v, 839
会面,hui4mian4,,v, 840
会谈,hui4tan2,,v, 841
会晤,hui4wu4,,v, 842
会心,hui4xin1,,d, 214
会议,hui4yi4,,n,1229
会员,hui4yuan2,,n,1230
会战,hui4zhan4,,v, 843
绘画,hui4hua4,,n,1231
绘声绘色,hui4sheng1hui4se4,,i, 156
绘图,hui4tu2,,v, 844
绘制,hui4zhi4,,v, 845
贿赂,hui4lu4,,v, 846
晦涩,hui4se4,,a, 425
昏迷,hun1mi2,,v, 849
昏头昏脑,hun1tou2hun1nao3,,i, 158
浑,hun2,,a, 426
浑厚,hun2hou4,,a, 427
浑水摸鱼,hun2shui3mo1yu2,,i, 159
浑浊,hun2zhuo2,,a, 428
馄饨,hun2tun2,,n,1232
魂魄,hun2po4,,n,1233
混沌,hun4dun4,,a, 429
混纺,hun4fang3,,b,  61
混乱,hun4luan4,,a, 430
混凝土,hun4ning2tu3,,n,1234
混淆,hun4xiao2,,v, 850
混淆视听,hun4xiao2shi4ting1,,i, 160
混杂,hun4za2,,v, 851
活,huo2,,a, 433
活,huo2,,v, 852
活动,huo2dong4,,n,1235
活动,huo2dong4,1,v, 853
活动,huo2dong4,2,v, 854
活儿,huor2,,n,1236
活活,huo2huo2,,d, 215
活力,huo2li4,,n,1237
活泼,huo2po5,,a, 434
活期,huo2qi1,,b,  62
活生生,huo2sheng1sheng1,,z,  75
活跃,huo2yue4,,a, 435
活跃,huo2yue4,,v, 855
火暴,huo3bao4,,a, 436
火柴,huo3chai2,,n,1238
火车,huo3che1,,n,1239
火海刀山,huo3hai3dao1shan1,,i, 161
火花,huo3hua1,,n,1240
火箭,huo3jian4,,n,1241
火炬,huo3ju4,,n,1242
火辣辣,huo3la4la4,,z,  76
火力,huo3li4,,n,1243
火苗,huo3miao2,,n,1244
火山,huo3shan1,,n,1245
火烧眉毛,huo3shao1mei2mao5,,i, 162
火势,huo3shi4,,n,1246
火速,huo3su4,,d, 216
火腿,huo3tui3,,n,1247
火焰,huo3yan4,,n,1248
火药,huo3yao4,,n,1249
伙伴,huo3ban4,,n,1250
伙房,huo3fang2,,n,1251
伙计,huo3ji5,,n,1252
伙食,huo3shi2,,n,1253
豁达,huo4da2,,a, 431
豁朗,huo4lang3,,a, 432
或,huo4,,c,  30
或是,huo4shi4,,c,  31
或许,huo4xu3,,d, 217
或者,huo4zhe3,,c,  32
或者,huo4zhe3,,d, 218
货,huo4,,n,1254
货币,huo4bi4,,n,1255
货色,huo4se4,,n,1256
货物,huo4wu4,,n,1257
获得,huo4de2,,v, 856
获取,huo4qu3,,v, 857
获准,huo4zhun3,,v, 858
祸害,huo4hai5,,n,1258
霍地,huo4di4,,d, 219
讥笑,ji1xiao4,,v, 859
击毙,ji1bi4,,v, 860
击溃,ji1kui4,,v, 861
饥寒交迫,ji1han2jiao1po4,,i, 163
机场,ji1chang3,,n,1259
机床,ji1chuang2,,n,1260
机电,ji1dian4,,b,  63
机构,ji1gou4,,n,1261
机关,ji1guan1,,n,1262
机会,ji1hui4,,n,1263
机警,ji1jing3,,a, 437
机灵,ji1ling5,,a, 438
机密,ji1mi4,,n,1264
机器,ji1qi4,,n,1265
机械,ji1xie4,,n,1266
机遇,ji1yu4,,n,1267
机智,ji1zhi4,,a, 439
机组,ji1zu3,1,n,1268
机组,ji1zu3,2,n,1269
肌肤,ji1fu1,,n,1270
肌肉,ji1rou4,,n,1271
鸡,ji1,,n,1272
鸡肠鼠肚,ji1chang2shu3du3,,l,  34
鸡蛋,ji1dan4,,n,1273
鸡毛,ji1mao2,,n,1274
鸡毛蒜皮,ji1mao2suan4pi2,,i, 164
鸡犬不宁,ji1quan3bu4ning2,,i, 165
鸡尾酒,ji1wei3jiu3,,n,1275
积极,ji1ji2,,a, 440
积劳成疾,ji1lao2cheng2ji2,,i, 166
积累,ji1lei3,,v, 862
积木,ji1mu4,,n,1276
积雪,ji1xue3,,n,1277
积怨,ji1yuan4,,n,1278
积攒,ji1zan3,,v, 863
基本上,ji1ben3shang5,,d, 220
基础,ji1chu3,,n,1279
基地,ji1di4,,n,1280
基金,ji1jin1,,n,1281
基数,ji1shu4,,n,1282
基因,ji1yin1,,n,1283
基于,ji1yu2,,p,  27
激昂,ji1ang2,,a, 441
激动,ji1dong4,,a, 442
激发,ji1fa1,,v, 864
激光,ji1guang1,,n,1284
激进,ji1jin4,,a, 443
激励,ji1li4,,v, 865
激烈,ji1lie4,,a, 444
激情,ji1qing2,,n,1285
几乎,ji1hu1,,d, 235
及,ji2,,c,  33
及时,ji2shi2,,a, 445
及早,ji2zao3,,d, 221
及至,ji2zhi4,,p,  28
吉利,ji2li4,,a, 446
吉普车,ji2pu3che1,,n,1286
吉他,ji2ta1,,n,1287
级,ji2,1,q,  74
级,ji2,2,q,  75
级别,ji2bie2,,n,1288
即,ji2,,d, 228
即便,ji2bian4,,c,  34
即将,ji2jiang1,,d, 229
即刻,ji2ke4,,d, 230
即日,ji2ri4,,t,  60
即时,ji2shi2,,d, 231
即使,ji2shi3,,c,  35
即兴,ji2xing4,,d, 232
极,ji2,,d, 222
极度,ji2du4,,d, 223
极端,ji2duan1,,d, 224
极力,ji2li4,,d, 225
极其,ji2qi2,,d, 226
极为,ji2wei2,,d, 227
极限,ji2xian4,,n,1289
急,ji2,,a, 447
急促,ji2cu4,,a, 448
急急忙忙,ji2ji2mang2mang2,,z,  77
急剧,ji2ju4,,d, 233
急忙,ji2mang2,,d, 234
急起直追,ji2qi3zhi2zhui1,,i, 167
急事,ji2shi4,,n,1290
急性,ji2xing4,,b,  64
急需,ji2xu1,,v, 866
急躁,ji2zao4,,a, 449
急中生智,ji2zhong1sheng1zhi4,,i, 168
疾病,ji2bing4,,n,1291
集,ji2,,q,  76
集合,ji2he2,,n,1292
集合,ji2he2,,v, 867
集锦,ji2jin3,,n,1293
集思广益,ji2si1guang3yi4,,i, 169
集体,ji2ti3,,n,1294
集团,ji2tuan2,,n,1295
集镇,ji2zhen4,,n,1296
集中,ji2zhong1,,a, 450
集中,ji2zhong1,,v, 868
嫉妒,ji2du4,,v, 869
辑,ji2,,q,  77
籍贯,ji2guan4,,n,1297
脊梁,ji2liang5,,n,1299
给予,ji3yu3,,v, 687
几,ji3,,m,  39
几何,ji3he2,,n,1298
几时,ji3shi2,,r,  37
挤,ji3,,a, 451
挤,ji3,,v, 870
挤眉弄眼,ji3mei2nong4yan3,,i, 170
计策,ji4ce4,,n,1300
计划,ji4hua4,,n,1301
计划,ji4hua4,,v, 871
计较,ji4jiao4,1,v, 872
计较,ji4jiao4,2,v, 873
计谋,ji4mou2,,n,1302
计时工资,ji4shi2gong1zi1,,l,  35
计委,ji4wei3,,j,  11
记,ji4,,v, 874
记功,ji4gong1,,v, 875
记录,ji4lu4,,n,1303
记录,ji4lu4,,v, 876
记叙,ji4xu4,,v, 877
记忆,ji4yi4,,n,1304
记忆犹新,ji4yi4you2xin1,,i, 171
记载,ji4zai3,,v, 878
记者,ji4zhe3,,n,1305
纪律,ji4lv4,,n,1306
纪念,ji4nian4,,v, 879
纪委,ji4wei3,,j,  12
忌讳,ji4hui4,,v, 880
技能,ji4neng2,,n,1307
技术,ji4shu4,,n,1308
剂,ji4,,q,  78
季度,ji4du4,,n,1309
季节,ji4jie2,,n,1310
既,ji4,,d, 236
既,ji4,1,c,  36
既,ji4,2,c,  37
既然,ji4ran2,,c,  38
继承,ji4cheng2,,v, 881
寂寞,ji4mo4,,a, 452
寄,ji4,1,v, 882
寄,ji4,2,v, 883
寄存,ji4cun2,,v, 884
寄托,ji4tuo1,,v, 885
鲫鱼,ji4yu2,,n,1311
加,jia1,,v, 886
加倍,jia1bei4,,d, 237
加法,jia1fa3,,n,1312
加工,jia1gong1,,v, 887
加号,jia1hao4,,n,1313
加急,jia1ji2,,b,  65
加剧,jia1ju4,,v, 888
加仑,jia1lun2,,q,  79
加强,jia1qiang2,,v, 889
加入,jia1ru4,,v, 890
加以,jia1yi3,,v, 891
加油机,jia1you2ji1,,n,1314
加油添醋,jia1you2tian1cu4,,i, 172
夹击,jia1ji1,,v, 892
佳音,jia1yin1,,n,1316
枷锁,jia1suo3,,n,1317
家,jia1,,k,   3
家,jia1,,n,1318
家,jia1,,q,  80
家常话,jia1chang2hua4,,n,1319
家当,jia1dang4,,n,1320
家伙,jia1huo5,1,n,1321
家伙,jia1huo5,2,n,1322
家庭,jia1ting2,,n,1323
家务,jia1wu4,,n,1324
家乡,jia1xiang1,,n,1325
家喻户晓,jia1yu4hu4xiao3,,i, 173
家园,jia1yuan2,,n,1326
嘉宾,jia1bin1,,n,1327
夹克,jia2ke4,,n,1315
甲等,jia3deng3,,b,  66
甲级,jia3ji2,,b,  67
钾肥,jia3fei2,,n,1328
假,jia3,,a, 453
假定,jia3ding4,,v, 895
假货,jia3huo4,,n,1333
假冒,jia3mao4,,v, 896
假如,jia3ru2,,c,  39
假若,jia3ruo4,,c,  40
假山,jia3shan1,,n,1334
假设,jia3she4,,n,1335
假设,jia3she4,,v, 897
假使,jia3shi3,,c,  41
假戏真做,jia3xi4zhen1zuo4,,i, 175
价格,jia4ge2,,n,1329
价廉物美,jia4lian2wu4mei3,,i, 174
价钱,jia4qian5,,n,1330
价值,jia4zhi2,,n,1331
驾驶,jia4shi3,,v, 893
架,jia4,1,q,  81
架,jia4,2,q,  82
架次,jia4ci4,,q,  83
架设,jia4she4,,v, 894
架子,jia4zi5,,n,1332
假条,jia4tiao2,,n,1336
嫁妆,jia4zhuang5,,n,1337
奸猾,jian1hua2,,a, 457
奸细,jian1xi5,,n,1338
奸诈,jian1zha4,,a, 458
尖,jian1,,a, 454
尖端,jian1duan1,,n,1339
尖刻,jian1ke4,,a, 455
尖锐,jian1rui4,,a, 456
坚持,jian1chi2,,v, 898
坚持不懈,jian1chi2bu4xie4,,i, 176
坚定,jian1ding4,,a, 459
坚固,jian1gu4,,a, 460
坚决,jian1jue2,,a, 461
坚强,jian1qiang2,,a, 462
坚韧不拔,jian1ren4bu4ba2,,i, 177
坚守,jian1shou3,,v, 899
坚信,jian1xin4,,v, 900
坚硬,jian1ying4,,a, 463
歼灭,jian1mie4,,v, 901
间,jian1,,f,  25
间,jian1,,q,  84
肩膀,jian1bang3,,n,1341
艰,jian1,,g,   8
艰巨,jian1ju4,,a, 464
艰苦,jian1ku3,,a, 465
艰苦奋斗,jian1ku3fen4dou4,,i, 178
艰难,jian1nan2,,a, 466
艰深,jian1shen1,,a, 467
艰险,jian1xian3,,a, 468
兼并,jian1bing4,,v, 902
兼任,jian1ren4,,v, 903
监督,jian1du1,,v, 904
监视,jian1shi4,,v, 905
监狱,jian1yu4,,n,1342
煎,jian1,,v, 906
煎饼,jian1bing5,,n,1343
拣,jian3,,v, 907
俭朴,jian3pu3,,a, 469
捡,jian3,,v, 908
减,jian3,,v, 909
减法,jian3fa3,,n,1344
减轻,jian3qing1,,v, 910
减少,jian3shao3,,v, 911
减头去尾,jian3tou2qu4wei3,,l,  36
剪,jian3,,v, 912
剪刀,jian3dao1,,n,1345
剪辑,jian3ji2,,v, 913
剪子,jian3zi5,,n,1346
检查,jian3cha2,,v, 914
检察院,jian3cha2yuan4,,n,1347
检点,jian3dian3,,a, 470
检举,jian3ju3,,v, 915
检索,jian3suo3,,v, 916
检讨,jian3tao3,,v, 917
检修,jian3xiu1,,v, 918
检验,jian3yan4,,v, 919
简称,jian3cheng1,,n,1348
简单,jian3dan1,,a, 471
简短,jian3duan3,,a, 472
简洁,jian3jie2,,a, 473
简历,jian3li4,,n,1349
简练,jian3lian4,,a, 474
简陋,jian3lou4,,a, 475
简略,jian3lve4,,a, 476
简明,jian3ming2,,a, 477
简易,jian3yi4,,a, 478
简政放权,jian3zheng4fang4quan2,,l,  37
简直,jian3zhi2,,d, 239
间谍,jian4die2,,n,1340
间或,jian4huo4,,d, 238
见风使舵,jian4feng1shi3duo4,,i, 179
见解,jian4jie3,,n,1350
见面,jian4mian4,,v, 920
见钱眼开,jian4qian2yan3kai1,,i, 180
见闻,jian4wen2,,n,1351
见效,jian4xiao4,,a, 479
见义勇为,jian4yi4yong3wei2,,i, 181
件,jian4,,q,  85
建成,jian4cheng2,,v, 921
建立,jian4li4,,v, 922
建设,jian4she4,,v, 923
建议,jian4yi4,,n,1352
建议,jian4yi4,,v, 924
建筑,jian4zhu4,,n,1353
剑,jian4,,n,1354
贱,jian4,,a, 480
健步,jian4bu4,,d, 240
健将,jian4jiang4,,n,1355
健康,jian4kang1,,a, 481
健全,jian4quan2,,a, 482
健谈,jian4tan2,,a, 483
健忘,jian4wang4,,a, 484
健壮,jian4zhuang4,,a, 485
舰艇,jian4ting3,,n,1356
渐,jian4,,d, 241
渐次,jian4ci4,,d, 242
渐渐,jian4jian4,,d, 243
践踏,jian4ta4,,v, 925
鉴别,jian4bie2,,v, 926
鉴定,jian4ding4,,v, 927
鉴于,jian4yu2,,p,  29
键盘,jian4pan2,,n,1357
江,jiang1,,n,1358
江北,jiang1bei3,,s,  28
江南,jiang1nan2,,s,  29
江山,jiang1shan1,,n,1359
姜,jiang1,1,n,1360
姜,jiang1,2,n,1361
将,jiang1,,d, 244
将,jiang1,,p,  30
将近,jiang1jin4,,d, 245
将军,jiang1jun1,,n,1362
将来,jiang1lai2,,t,  61
将信将疑,jiang1xin4jiang1yi2,,i, 182
将要,jiang1yao4,,d, 246
僵,jiang1,,a, 486
僵硬,jiang1ying4,,a, 487
疆域,jiang1yu4,,n,1364
讲,jiang3,1,v, 928
讲,jiang3,2,v, 929
讲解,jiang3jie3,,v, 930
讲究,jiang3jiu5,,v, 931
讲课,jiang3ke4,,v, 932
讲授,jiang3shou4,,v, 933
讲台,jiang3tai2,,n,1365
讲义,jiang3yi4,,n,1366
讲座,jiang3zuo4,,n,1367
奖,jiang3,,n,1368
奖,jiang3,,v, 934
奖杯,jiang3bei1,,n,1369
奖金,jiang3jin1,,n,1370
奖励,jiang3li4,,v, 935
奖状,jiang3zhuang4,,n,1371
浆糊,jiang4hu5,,n,1363
降低,jiang4di1,,v, 936
降落,jiang4luo4,,v, 937
酱,jiang4,,n,1372
酱紫,jiang4zi3,,b,  68
糨糊,jiang4hu5,,n,1373
交待,jiao1dai4,,v, 938
交锋,jiao1feng1,,v, 939
交互,jiao1hu4,,d, 247
交换,jiao1huan4,,v, 940
交际舞,jiao1ji4wu3,,n,1374
交流,jiao1liu2,,v, 941
交纳,jiao1na4,,v, 942
交情,jiao1qing5,,n,1375
交涉,jiao1she4,,v, 943
交替,jiao1ti4,,d, 248
交通,jiao1tong1,,n,1376
交往,jiao1wang3,,v, 944
交易,jiao1yi4,,n,1377
郊游,jiao1you2,,v, 945
娇,jiao1,,a, 488
娇滴滴,jiao1di1di1,,z,  78
娇媚,jiao1mei4,,a, 489
娇嫩,jiao1nen4,,a, 490
娇娆,jiao1rao2,,a, 491
娇小,jiao1xiao3,,a, 492
娇羞,jiao1xiu1,,a, 493
娇艳,jiao1yan4,,a, 494
浇,jiao1,,v, 946
骄傲,jiao1ao4,,a, 495
骄傲自满,jiao1ao4zi4man3,,i, 183
骄横,jiao1heng4,,a, 496
胶,jiao1,,n,1378
胶东,jiao1dong1,,s,  30
胶卷,jiao1juan3,,n,1379
胶水,jiao1shui3,,n,1380
焦点,jiao1dian3,,n,1381
焦黄,jiao1huang2,,z,  79
焦急,jiao1ji2,,a, 497
教,jiao1,,v, 957
角,jiao3,,n,1382
角,jiao3,,q,  86
角度,jiao3du4,,n,1383
角铁,jiao3tie3,,n,1384
狡猾,jiao3hua2,,a, 498
狡黠,jiao3xia2,,a, 499
绞尽脑汁,jiao3jin4nao3zhi1,,i, 184
绞刑,jiao3xing2,,n,1385
饺子,jiao3zi5,,n,1386
矫健,jiao3jian4,,a, 500
矫正,jiao3zheng4,,v, 947
脚,jiao3,,n,1387
脚气,jiao3qi4,,n,1388
搅,jiao3,,v, 948
搅拌,jiao3ban4,,v, 949
缴获,jiao3huo4,,v, 950
叫,jiao4,,p,  31
叫,jiao4,A1,v, 951
叫,jiao4,A2,v, 952
叫,jiao4,A3,v, 953
叫,jiao4,B,v, 954
叫喊,jiao4han3,,v, 955
叫嚷,jiao4rang3,,v, 956
轿车,jiao4che1,,n,1389
较,jiao4,,d, 249
